row_id,layer,head,entropy,eff_rank,head_sim,self_attn_ratio,evidence_pos,distractor_density,interference_type
1,0,0,4.516677379608154,1.0000187158584595,0.8214524984359741,0.019117455929517746,,,
1,0,1,0.41248464584350586,1.0000320672988892,0.818202793598175,0.87400221824646,,,
1,0,2,4.6932830810546875,1.0000141859054565,0.8108481764793396,0.03865615651011467,,,
1,0,3,0.42124536633491516,1.0000312328338623,0.799900472164154,0.8321195840835571,,,
1,0,4,1.1397991180419922,1.0000290870666504,0.7941064238548279,0.5916239619255066,,,
1,0,5,1.3149409294128418,1.0000264644622803,0.7912595868110657,0.6686930656433105,,,
1,0,6,4.356979846954346,1.000022053718567,0.7508841156959534,0.030456889420747757,,,
1,0,7,1.8311119079589844,1.0000280141830444,0.7628652453422546,0.15498094260692596,,,
1,0,8,4.272661209106445,1.0000250339508057,0.8189131021499634,0.059871673583984375,,,
1,0,9,4.661624431610107,1.0000191926956177,0.8571714162826538,0.020126720890402794,,,
1,0,10,4.247282028198242,1.0000258684158325,0.8854160308837891,0.16203536093235016,,,
1,0,11,5.456026554107666,1.000015139579773,0.7338384985923767,0.0072755455039441586,,,
1,1,0,2.30326247215271,1.0000284910202026,0.7039573192596436,0.0988202691078186,,,
1,1,1,2.7495858669281006,1.000022292137146,0.7076317071914673,0.09565650671720505,,,
1,1,2,4.7610955238342285,1.0000159740447998,0.6939990520477295,0.02567465230822563,,,
1,1,3,4.317904949188232,1.0000014305114746,0.7017068862915039,0.0349804162979126,,,
1,1,4,3.7480478286743164,1.0000118017196655,0.8214030861854553,0.06972431391477585,,,
1,1,5,4.606851577758789,1.0000109672546387,0.8326115012168884,0.08112064749002457,,,
1,1,6,4.477692127227783,1.0000100135803223,0.8206989765167236,0.03789984807372093,,,
1,1,7,4.971686840057373,1.000011682510376,0.8366681933403015,0.017169592902064323,,,
1,1,8,5.355663776397705,1.0000041723251343,0.8044984340667725,0.009246904402971268,,,
1,1,9,5.45436429977417,1.0000072717666626,0.7864120006561279,0.006344814319163561,,,
1,1,10,4.468055248260498,1.000014066696167,0.6112831830978394,0.040582191199064255,,,
1,1,11,1.6777971982955933,1.0000282526016235,0.7638360857963562,0.6799488663673401,,,
1,2,0,2.536825180053711,1.000001072883606,0.8944272994995117,0.09899957478046417,,,
1,2,1,4.829911708831787,1.0000009536743164,0.8836095929145813,0.010889371857047081,,,
1,2,2,1.0606836080551147,1.0000041723251343,0.8972141146659851,0.11376742273569107,,,
1,2,3,1.935717225074768,1.0000050067901611,0.868938684463501,0.133216992020607,,,
1,2,4,1.6951146125793457,1.0000001192092896,0.8811612725257874,0.07904697954654694,,,
1,2,5,1.8629451990127563,1.0000033378601074,0.8895337581634521,0.1365116983652115,,,
1,2,6,2.7789530754089355,1.0000035762786865,0.8417006134986877,0.0743018239736557,,,
1,2,7,2.5960373878479004,1.0,0.8557226657867432,0.03238566964864731,,,
1,2,8,1.9421111345291138,1.0000016689300537,0.9046598076820374,0.11461959779262543,,,
1,2,9,1.7723724842071533,1.0000057220458984,0.8720850348472595,0.12791018187999725,,,
1,2,10,3.129626750946045,1.0000295639038086,0.5018724799156189,0.1276896744966507,,,
1,2,11,3.141434669494629,1.0000003576278687,0.8958282470703125,0.10954809188842773,,,
1,3,0,2.7890913486480713,1.0,0.994952380657196,0.0668114721775055,,,
1,3,1,1.8858562707901,1.0000001192092896,0.9949303269386292,0.059453967958688736,,,
1,3,2,1.4387156963348389,1.0000003576278687,0.9900149703025818,0.10707563161849976,,,
1,3,3,0.9019513130187988,1.0,0.9949964284896851,0.05621029809117317,,,
1,3,4,3.626986265182495,1.0,0.9952691793441772,0.00880299974232912,,,
1,3,5,2.6694998741149902,1.0,0.9958997964859009,0.034717388451099396,,,
1,3,6,1.6763548851013184,1.0000003576278687,0.9870889186859131,0.14906904101371765,,,
1,3,7,1.4254746437072754,1.0000003576278687,0.9926073551177979,0.10941620916128159,,,
1,3,8,1.5629483461380005,1.000000238418579,0.991994321346283,0.11368827521800995,,,
1,3,9,1.5413612127304077,1.0,0.9954631924629211,0.06748995929956436,,,
1,3,10,1.7535851001739502,1.0,0.9951059222221375,0.16329306364059448,,,
1,3,11,1.7974549531936646,1.0,0.9946646094322205,0.09344849735498428,,,
1,4,0,1.2328306436538696,1.0,0.916813313961029,0.05159816890954971,,,
1,4,1,1.5537657737731934,1.0,0.9171729683876038,0.05608808621764183,,,
1,4,2,2.2745633125305176,1.0,0.9151098132133484,0.01516740769147873,,,
1,4,3,1.6062040328979492,1.0,0.917667806148529,0.06691783666610718,,,
1,4,4,2.8958864212036133,1.0,0.9158247113227844,0.0404474213719368,,,
1,4,5,1.4994670152664185,1.0,0.9163417220115662,0.061648596078157425,,,
1,4,6,2.021083116531372,1.0,0.9165471792221069,0.03788333758711815,,,
1,4,7,1.8591338396072388,1.0000005960464478,0.9194715023040771,0.4695490002632141,,,
1,4,8,3.5323386192321777,1.0,0.9178228378295898,0.016549382358789444,,,
1,4,9,1.7706677913665771,1.0,0.9163172245025635,0.03447583690285683,,,
1,4,10,3.3007237911224365,1.0,0.9159064888954163,0.012544927187263966,,,
1,4,11,0.010144330561161041,1.0000296831130981,0.13223400712013245,0.0038515646010637283,,,
1,5,0,2.2069461345672607,1.0,0.9980955123901367,0.012340367771685123,,,
1,5,1,0.25911152362823486,1.0,0.9977532029151917,0.004150159657001495,,,
1,5,2,1.3788061141967773,1.0,0.998036801815033,0.019373059272766113,,,
1,5,3,2.233405113220215,1.0,0.9961435794830322,0.029511312022805214,,,
1,5,4,1.4765143394470215,1.0,0.9979873299598694,0.04761415347456932,,,
1,5,5,1.8870913982391357,1.0,0.9981199502944946,0.011175798252224922,,,
1,5,6,0.6299931406974792,1.0,0.997910737991333,0.022898651659488678,,,
1,5,7,0.9395562410354614,1.0,0.9980040192604065,0.03714417666196823,,,
1,5,8,1.0601551532745361,1.0,0.9980508685112,0.027541743591427803,,,
1,5,9,2.8563616275787354,1.0,0.9983431100845337,0.006368385627865791,,,
1,5,10,3.590937852859497,1.000000238418579,0.9865205883979797,0.04457249492406845,,,
1,5,11,2.5453667640686035,1.0,0.9982178211212158,0.09953327476978302,,,
1,6,0,1.7882416248321533,1.0000001192092896,0.9965574741363525,0.03398760408163071,,,
1,6,1,0.6165649890899658,1.0,0.9980456829071045,0.017836935818195343,,,
1,6,2,3.4765350818634033,1.0,0.9979177713394165,0.011625362560153008,,,
1,6,3,1.5091781616210938,1.0,0.998438835144043,0.014972208067774773,,,
1,6,4,3.6716883182525635,1.000000238418579,0.991438627243042,0.0230689886957407,,,
1,6,5,1.686580777168274,1.0,0.9985193610191345,0.06125560402870178,,,
1,6,6,2.6790993213653564,1.0,0.9985689520835876,0.06765173375606537,,,
1,6,7,2.1677396297454834,1.0,0.9983898401260376,0.04250485077500343,,,
1,6,8,1.2040441036224365,1.0,0.998358964920044,0.025923952460289,,,
1,6,9,0.6143617033958435,1.0,0.9980325102806091,0.004322228021919727,,,
1,6,10,3.352010726928711,1.0,0.9982955455780029,0.010664433240890503,,,
1,6,11,1.463573932647705,1.0,0.9981949329376221,0.04145212098956108,,,
1,7,0,1.1061673164367676,1.0,0.9990189075469971,0.027531558647751808,,,
1,7,1,2.5191402435302734,1.0,0.9989688396453857,0.014340274967253208,,,
1,7,2,0.6403830051422119,1.0,0.999377965927124,0.003698489395901561,,,
1,7,3,1.4301989078521729,1.0,0.9995519518852234,0.03954280540347099,,,
1,7,4,0.9335446357727051,1.0,0.9994783997535706,0.013763508759438992,,,
1,7,5,2.5827829837799072,1.0,0.9984790682792664,0.024326082319021225,,,
1,7,6,3.0502986907958984,1.0,0.9994080066680908,0.010888817720115185,,,
1,7,7,2.125387668609619,1.0,0.9993736743927002,0.010686144232749939,,,
1,7,8,1.2333025932312012,1.0,0.9993549585342407,0.03520220145583153,,,
1,7,9,1.297976016998291,1.0,0.9994783401489258,0.02559232898056507,,,
1,7,10,0.736196756362915,1.0,0.9993833899497986,0.0038347470108419657,,,
1,7,11,2.17385196685791,1.0,0.9994909763336182,0.007027219980955124,,,
1,8,0,3.2785801887512207,1.0,0.998691201210022,0.01967296376824379,,,
1,8,1,1.1925499439239502,1.0,0.9987676739692688,0.008169271983206272,,,
1,8,2,3.884147882461548,1.0000001192092896,0.9952912926673889,0.010782676748931408,,,
1,8,3,1.7513883113861084,1.0,0.9989372491836548,0.017404815182089806,,,
1,8,4,1.081333875656128,1.0,0.9988729357719421,0.04058746621012688,,,
